Other Skills,ID
Teradata,247
Agile Application Development,247
DMExpress,247
Amazon Redshift,247
Data Engineering,247
Data Analytics,247
OLAP,247
Data Mart,247
Hive,247
Apache Kafka,247
Cloudera Impala,247
Apache Spark,247
HQL,247
Apache Spark,248
Cassandra,249
Apache Spark,249
Netezza,249
MySQL Cluster,249
Platform as a Service,249
Perl Automation,249
Unix Shell Scripting,249
DASHDB,249
DB2 BLU,249
IBM PureData System for Analytics (Netezza),249
Softlayer,249
,250
Cassandra,251
ElasticSearch,251
Apache Kafka,251
ElasticSearch,252
Spark,252
Spark R,252
Hive,252
Sqoop,252
Apache Pig,252
Cloudera Impala,252
H2O,252
"apache spray,akka",252
Apache Kafka,252
WSDL,252
Cassandra,252
Falcon,252
kibana,252
SolR,252
Apache Storm,252
Tez,252
kubernetes,252
Airflow,252
Luigi,252
Process Improvement,253
Oracle Fusion Middleware,253
Alteryx,253
Hive,254
Deep Learning,254
Neural Networks,254
Object Detection,254
Spark,254
Apache Spark,254
NumPy,254
Scikit-Learn,254
Big Data Analytics,254
Kubernetes,254
High Performance Computing (HPC),254
Full-Stack Development,254
Object-Relational Mapping (ORM),254
Natural Language Processing (NLP),254
Apache Spark,255
Hive,255
Apache Kafka,255
ZeroMQ,255
OpenStack,255
Redis,255
Neural Networks,255
Image Recognition,255
Linear Regression,255
Random Forest,255
Bayesian inference,255
Support Vector Machine (SVM),255
Logistic Regression,255
Cluster Analysis,255
Convolutional Neural Networks (CNN),255
Data Science,255
,256
RDBMS,257
Data Engineering,257
Healthcare Analytics,257
Big Data Analytics,257
Neo4j,258
DataStage,258
Vertica,258
Teradata,259
SQL Tuning,260
Application Architecture,260
Data Science,260
Analysis Services,260
Spark,261
Apache Pig,261
ETL Tools,261
Sqoop,261
Kafka,261
Swing,261
Hadoop Ecosystem,261
MyBatis,261
Splunk,261
Tidal Enterprise Scheduler,261
SAP HANA,261
Microservices,261
SnapLogic,261
Stream Sets,261
Azure Search,261
Cassandra,261
Apache Spark,261
MFC,262
Apache Spark,262
Hive,262
Sqoop,262
Standard Template Library (STL),262
C/C++ STL,262
hive,262
Express.js,263
Apache Spark,263
Numpy,263
R Studio,263
TypeScript,263
Data Manipulation,263
Data Science,263
Data Models,263
pyhton,264
Data Engineering,264
Apache Spark,264
Apache Kafka,264
Load Balancing,264
Spotfire,265
Cloud Applications,266
Unix Shell Scripting,266
ControlM,266
Teradata,266
OLAP,266
OLTP,266
Stored Procedures,266
Toad,266
Oracle PL/SQL Development,266
Lucene,267
GNU Octave,267
Data Analytics,267
Big Data Analytics,267
Amazon Dynamodb,267
Hive,267
Apache Spark,267
Weka,267
Gephi,267
Process Improvement,268
Pentaho Data Integration,268
MapR,269
Apache Pig,269
Hive,269
Sqoop,269
Apache Kafka,269
Cassandra,269
Impala,269
Apache ZooKeeper,269
Apache Spark,269
Apache Storm,269
Cygwin,269
Nginx,269
Platfora,269
Partial Differential Equations,270
Ordinary Differential Equations,270
Spanish Translation,270
Life Skills,270
Data Engineering,270
JMP,270
MicroStrategy,271
Natural Language Processing,271
RDBMS,272
Apache Kafka,272
SSAS,273
Talend,274
Presto,274
Hive,274
Apache Spark,274
Amazon EC2,274
Regular Expressions,275
Web Crawling,275
Netty,275
Natural Language Processing,275
Web Sockets,275
SPARQL,275
Resource Description Framework (RDF),275
OWL,275
RDFS,275
Elastic Search,275
Back-end Operations,275
salt stack,275
Apache Kafka,275
Hive,275
Cassandra,275
kairosdb,275
UX Research,276
TypeScript,277
Apache Kafka,277
Apache Spark,277
User Interaction,278
Networking,278
Graph Theory,278
SSL Certificates,278
Digital Signatures,278
Spirent Test Center,278
CMTS,278
Gradle,278
Confluence,278
Strategic Data Analysis,279
Data Analytics,279
Amazon EC2,279
Amazon Redshift,279
Amazon Dynamodb,279
Amazon EBS,279
Amazon VPC,279
Amazon CloudFront,279
Amazon SQS,279
Amadeus GDS,279
Database Management System (DBMS),279
Anomaly Detection,279
Applied Mathematics,279
Convolutional Neural Networks (CNN),279
Data Models,279
Functional Programming,279
Apache Spark,280
Big Data Analytics,280
Data Science,280
Predictive Analytics,280
Apache Pig,280
SSAS 2008,280
Mac OS,280
,281
WebApi,282
Long Short-term Memory (LSTM),282
ElasticSearch,282
Apache Spark,282
Apache Pig,282
Hive,282
Apache Kafka,282
Yarn,282
Apache ZooKeeper,282
SQL DB2,282
,283
,284
,285
,286
,287
,288
,289
Microsoft BI SSIS,290
Unix Shell Scripting,290
Oracle PL/SQL Development,290
Database Modeling,290
Toad Data Modeler,290
Customer Data Integration,290
Linear Regression,290
Cramer,290
Analysis Services,290
,291
,292
,293
,294
,295
,296
,297
,298
,299
,300
Spark,301
Apache Storm,301
Cassandra,301
Apache Kafka,301
Hive,301
Talend,301
Solr,301
Apache Spark,301
Redis,301
Play Framework,301
aurora,301
Kubernetes,301
,302
,303
,304
,305
,306
,307
,308
,309
,310
,311
Jersey,312
Real time Streaming Technologies,312
Spring Integration,312
Apache Kafka,312
Apache Storm,312
HIVE,312
Event Driven Programming,312
Network Management Applications,312
SNMP,312
Networking,312
Web Caching,312
Kubernetes,312
,313
,314
,315
,316
,317
,318
,319
,320
,321
,322
Splunk,323
Apache Pig,323
Cast Iron,323
Hive,323
Spark,323
Redis,323
Amazon Redshift,323
ElasticSearch,323
Snowflake,323
,324
,325
,326
,327
,328
Data Science,329
Feature Extraction,329
Deep Learning,329
MicroStrategy,329
Artificial Neural Networks,329
Database Management System (DBMS),329
Process Improvement,330
Haddop Data Ingestion framework,330
hadoop/zookeeper/Ganglia/pig/hive,330
Kafka and Flume,330
"Sql server, Teradata , Netezza, Mysql",330
Spark Streaming/Scala,330
Hbase/Mongodb/Cassandra,330
Platfora,330
Waterline,330
Oracle RAC architecture and setup,330
Oracle Streams,330
GoldenGate,330
Data guard,330
PL/SQL programming,330
Capacity Planning,330
Java/javascript/html,330
CGI/Perl,330
Data Center Migration,330
ITIL Implementation,330
Teradata,331
,332
ElasticSearch,333
Amazon Redshift,333
RabbitMQ,333
Redis,333
Solr,333
Sphinx,333
Mental Illness,333
Pantomime,333
모바일앱,334
C++ Language,334
디지털 마케팅,334
데이터 과학,334
데이터분석,334
데이터엔지니어,334
영어,334
Data Science,334
Korean,334
Natural Language Processing (NLP),334
Deep Learning,334
Creative Technology,334
Data Analytics,334
Scikit-Learn,334
DO-178B,335
Sqoop,335
ACARS,335
IBM DOORS,335
Apache Pig,335
ARINC 429,335
ARINC 653,335
Octave,335
Embedded C++,335
ARINC-429,335
CAN,335
ATN,335
FANS,335
Web Scraping,336
Location,336
Apache Spark,336
APIs,336
Growth Hacking,336
Bitcoin,336
Data Science,336
POI Data,336
Application Programming Interfaces,336
data,336
Experimental Design,337
Cognitive Science,337
Theory,337
Cognition,337
Data Science,337
,338
CUDA,339
J2EE Application Development,339
Algorithm Design,339
Text Mining,339
PaaS,339
Internet of Things,339
Desktop Application Development,339
Business Decision Making,339
Decision Analysis,339
Apache Spark,339
DataStage,340
Guidewire,340
OBIEE,340
Amazon EC2,340
Amazon ELB,340
Amazon VPC,340
Heroku,340
Cassandra DB,340
RDBMS,340
"CSS, Bootstrap,",340
Mongo,341
Express.js,341
Web Application Development,341
FinTech,341
Dashboard,341
Git/Github,341
Full Stack Development,341
IT Infrastructure Management,341
Hive,342
Apache Kafka,342
Data Quality,342
Unix Shell Scripting,342
Data Architecture,342
"MPP and Cloud Databases - Snowflake, RedShift, Teradata, Greenplum",342
Amazon EC2,342
Experimentation,342
A/B Testing,342
Handle Multiple Priorities,342
Amazon Dynamodb,343
Apache Spark,343
Apache Pig,343
Hive,343
Convolutional Neural Networks (CNN),343
Apache Pig,344
Hive,344
Apache Spark,344
Apache Kafka,344
Cassandra,344
Presto,344
Natural Language Processing (NLP),344
Request for Quotation (RFQ),345
Directworks,345
Bill Of Material Creation,345
LINGO,345
Qlik Sense,345
FileMaker,345
Supply Chain Engineering,345
Data Engineering,346
Pattern Recognition,346
Wireless Sensor Networks,346
Computer Architecture,346
Apache Spark,347
Teradata,347
Microstrategy,347
Analysis Services,347
Condensed Matter Physics,348
Experimental Physics,348
AFM,348
Data Analytics,348
Cryogenics,348
Theoretical Physics,348
Time Series Analysis,348
Vacuum Chambers,348
Algorithm Design,348
Friendliness,348
Microsoft Visual Studio C++,349
UNIX Shell Scripting,349
OLAP,349
Online Transaction Processing (OLTP),349
Amazon DynamoDB,349
Apache Kafka,349
Apache Spark,349
SAP HANA,350
Sourcetree,350
QA Engineering,350
Oracle PL/SQL Development,350
Hudson,350
LoadRunner,350
Talend,351
Talend Open Studio,351
J2EE Web Services,351
OBIEE,351
Microstrategy,351
PowerPivot,351
Neo4j,351
Endeca,351
NetSuite,351
SFDC,351
J2EE Application Development,351
SnapLogic,351
Host Analytics,351
Big Data Analytics,351
Apache Spark,351
,352
ETL Tools,353
FastLoad,353
FastExport,353
Multiload,353
TPUMP,353
TPT,353
Unix Shell Scripting,353
Data Profiling,353
Data Marts,353
Apache Spark,354
Apache Kafka,354
Deep Learning,354
Spark,354
Natural Language Processing (NLP),354
DataStage,355
Datastage,355
Quantitative Finance,356
Datawarehouse ETL design/Development,357
Informatica PowerCenter 9.5/9.1/8.6/7.1/6.0/5.1,357
"Hadoop- MapReduce, PIG, HIVE",357
"Teradata 13/12 V2R6, Oracle 11g/9i/8i, Mysql, Hana 1.00.58",357
"SAP Business Objects Business Intelligence 4.0, Web Intelligence 4.0",357
MicroStrategy,357
"Business Objects 5.x, 11i, X1 R2,",357
"ERWIN 4.1, HANA Studio",357
"PL/SQL, Unix Shell Scripting, Teradata BTEQ scripting, Hive queries, Pro C, C++",357
"Tidal, Toad for Oracle, SQL Developer, Teradata SQL Assistant, Teradata Administ",357
Teradata,357
Apache Spark,357
Apache Spark,358
Data Warehouse Architecture,358
Teradata,358
Datastage,358
Physical Data Modeling,358
Erwin,358
Data Architecture,358
Data Science,359
Agile Application Development,359
Matplotlib,359
NLTK,359
SciKit-Learn,359
Business Process Automation,359
Sprint Planning,359
GraphLab,359
Go-Ethereum,359
Ethereum Virtual Machine,359
MSBI,360
SSAS 2008,360
C# 3.0,360
MS Excel Pivot Tables,360
OLAP,360
Teradata Data Warehouse,361
QlikView Development,361
Oracle Report Builder,361
SSAS 2008,361
Teradata,361
Hive,361
Data Engineering,361
Containerization,362
Data Engineering,362
Data Streaming,362
Apache Spark,362
Strategic Roadmaps,362
API Development,362
MicroStrategy,362
CSS3,362
Data Transformation,362
Data Processing,362
Data Governance,362
Information Retrieval,363
Lucene,363
Apache Spark,364
Spark,365
Apache Spark,365
Teradata,365
Apache Kafka,365
Datastage,365
Business Intelligence Tools,365
Hive,365
Ab Initio,365
Pentaho,365
Abinitio,365
Talend,365
Sqoop,365
GoldenGate,365
CA Dseries,365
MicroStrategy,365
DataStage,365
Cassandra,366
azure data factory v2,367
Cubes,367
ETL Tools,367
Dimensional Modeling,367
Data Quality,367
Analysis Services,367
OLAP,367
SQL Azure,367
Petroleum Systems,367
Apache Spark,367
Presto,367
Spark,368
PowerDesigner,368
StarUML,368
Apache Spark,369
Natural Language Processing,369
Proposal Management,369
Text Analytics,369
Sentiment Analysis,369
Topic Modelling,369
Apache Spark,370
Apache Kafka,370
ElasticSearch,370
Solr,370
Nginx,370
Splunk,370
Teradata,370
Development Operations,370
Apache Pig,370
Hive,370
Sqoop,370
Query Optimization,370
Couchbase,370
Ad Hoc Reporting,370
Wherescape Red,370
Ab Initio,370
Datastage,370
Erwin,370
Data Warehouse Architecture,370
IBM Tivoli,370
DataStage,371
Talend,371
Systems Thinking,372
Real Analysis,372
Stochastic Processes,372
CAPM,372
Hypothesis Testing,372
Quality Improvement Tools,372
DCF,372
Teradata,373
Hive,373
Rally,373
SQL DB2,373
IMS DB/DC,373
Autosys,373
Cassandra,373
Database Development,373
ETL Tools,374
,375
ETL tool Informatica,376
Hive,376
SAS E-Miner,376
Oracle PL/SQL Development,376
Process Improvement,377
Governance,377
Oracle Reports,378
Technical Architecture,378
Hive,378
Unix Shell Scripting,378
Apache Spark,379
IOT,379
Big Data Analytics,379
Cassandra,380
High Performance Computing,380
Lucene,380
RDBMS,380
Data Engineering,381
Golang,381
Software Infrastructure,381
Teradata,382
J2EE Application Development,382
Data Engineer,382
Data Science,382
Credit Derivatives,383
Mesos,383
Deep Learning,383
Decision Trees,384
Predictive Modeling,384
Counterinsurgency,385
Social Networking Analysis,385
OSINT,385
SIGINT,385
Iraq,385
Security Clearance,385
Voltron Tools,385
Skope Tools,385
HUMINT,385
Analyst Notebook,385
Intelligence Community,385
Military Experience,385
Identity Intelligence (I2),385
Biometrics,385
Data Architecture,386
Apache Spark,386
Cassandra,386
ElasticSearch,387
Apache Spark,387
Apache Kafka,387
Specs,388
Apache Kafka,388
Apache Spark,388
Go,388
Applied Mathematics,389
Pattern Recognition,389
Collaboration,389
Visualization,389
PrestoDB,389
Apache Pig,390
Hive,390
Talend,391
Apache Kafka,391
Hive,391
Apache Pig,391
Elastic Search,391
Unix Shell Scripting,391
Cassandra,391
Airflow,391
Data Engineering,392
Natural Language Processing (NLP),392
Information Visualization,392
ElasticSearch,392
,393
OLAP,394
Data Governance,394
Cubes,394
Metadata Management,394
Virtual Teams,394
Resource Development,394
Apache Pig,394
Hive,394
SQL database design,394
Report Generation,394
SSAS,394
JAX-WS,395
Cassandra,395
Neo4j,395
Apache Kafka,395
Apache Spark,395
Amazon Redshift,395
Hive,395
Application Development,395
Applied Probability,396
Pattern Recognition,396
Computational Biology,396
Metagenomics,396
Natural Language Processing,397
Data Science,397
Neural Networks,397
Data Analytics,397
Big Data Analytics,397
Multi-cultural Team Management,397
Data Classification,397
,398
Apache Kafka,399
Redis,399
RSpec,399
Continuous Delivery,399
Capybara,399
PostGIS,399
Capistrano,399
Theoretical Physics,399
Data Science,399
R Studio,400
Scikit-Learn,400
Deep Learning,400
fastai,400
Neural Networks,400
Convolutional Neural Networks (CNN),400
Amazon Redshift,400
Snowflake,400
Data Build Tool,400
DBT,400
Apache Kafka,400
Data Engineering,400
JaCoCo,401
Apache Pig,401
Apache Spark,402
Functional Programming,402
Social Networking,402
Clojure,402
Portfolio Strategy,402
Data Science,402
Metadata Modeling,402
Economic Modeling,403
Natural Language Processing,403
Big Data Analytics,403
Social Networking,403
Economic Research,403
Simulation Modeling,403
Discrete Event Simulation,403
Data Science,403
Apache Spark,404
Spark,404
Impala,404
Hive,404
Apache Pig,404
Vertica,404
AdTech,404
SQL Tuning,404
Database Development,404
Database Systems,405
Cassandra,405
Data Virtualization,405
Apache Spark,405
Google App Engine,405
Google Maps API,405
Data Science,405
Teradata,405
MapR,405
Text Mining,405
Apache Kafka,406
ElasticSearch,406
Fast Data,406
Apache Storm,406
Apache Metron,406
OpenSOC,406
CICD,406
Kibana,406
Cyber-security,406
Underwater,406
Apache Spark,406
ColdFusion,407
Hive,407
Airflow,407
Apache Spark,407
Amazon Redshift,407
Presto,407
Luigi,407
Framework Manager,407
Go,407
Vietnamese,408
Engineering Drawings,408
Microprocessors,408
Oscilloscope,408
SPICE,408
Altera Quartus,408
PSoC,408
Undergraduate Research,408
Rasberry Pi,408
Launch Pad,408
OpenCV,409
Database Modeling,409
Natural Language Processing (NLP),409
Violin,410
Scikit-Learn,410
NumPy,410
C9,411
Unstructured Data,411
Deep Learning,411
Spark,411
Unix Shell Scripting,412
Teradata,412
Dashboard,412
Java Map Reduce,412
Self Learning,413
Predictive Analytics,413
Regression Analysis,413
A/B Testing,413
Database Queries,413
Cassandra,414
Discretion,414
DataStage,415
SQL Tuning,415
Apache Pig,415
Apache Spark,415
Hive,415
Sqoop,415
Data Engineering,415
Apache Kafka,415
Deep Learning,416
Quantitative Finance,416
Financial Data,416
Apache Spark,417
Apache Kafka,417
Sqoop,417
Apache Hive,417
Apache Spark SQL,417
MicroServices,417
,418
Apache Pig,419
Hive,419
Drools,419
Big Data Analytics,419
Apache Kafka,419
Amazon EC2,419
Amazon Redshift,419
Snowflake,419
Continuous Integration and Continuous Delivery (CI/CD),419
Mac OS,420
V Lookups,420
Kubernetes,421
Ceph,421
Kibana,421
AWS ECS ( Elastic Container Service),421
ElasticSearch,421
Apache Mesos,421
Infrastructure as code (IaC),421
Containerization,421
Apache Spark,421
Hive,421
YARN,421
Amazon Redshift,421
Apache Kafka,421
Sqoop,421
DataLake,421
Internet of Things (IoT),421
Query Optimization,422
Computer Engineering,422
Online Data Entry,422
Online Databases,422
Learn New Software Quickly,422
Data Models,422
Deep Learning,422
Cruise Lines,423
Hospitality,423
Zendesk,423
Clarizen,423
Hive,423
Presto,423
Vertica,423
Ab Initio,424
Teradata,424
Apache Spark,424
Hive,424
Apache Kafka,424
Unix Shell Scripting,424
Arena Simulation Software,425
Marketing Research,425
Data Analytics,425
Apache ZooKeeper,426
Hive,426
Cloudera Impala,426
Apache Spark,426
Apache Kafka,426
Apache Pig,426
Enterprise Search,427
Semantic Web,427
Semantic Technologies,427
Text Analytics,427
Text Mining,427
Lucene,427
Data Science,428
Computational Neuroscience,428
Neurophysiology,428
Apache Pig,428
Homebrewing,428
Apache Spark,428
Experimentation,428
Crunch,428
Hive,429
Apache Pig,429
J2EE Application Development,429
Spark,429
Cassandra,429
Sqoop,429
Apache Kafka,429
Apache Storm,429
GoLang,429
Mesos,429
Marathon,429
Hamake,429
Apache Kafka,430
Apache Spark,430
Data Warehouse Architecture,430
Hive,430
Impala,430
Spark,431
SPARK,432
HQL,432
Sqoop,432
Apache Spark,433
Hive,433
Azure HDInsights,433
Big Data Analytics,433
Dimensional Modeling,433
Apache Pig,433
MapR,433
OBIEE,433
DAC,433
Dashboard,433
BI Publisher,433
Business Intelligence Tools,433
Cognos DecisionStream,433
Oracle Warehouse Builder,433
Erwin,433
OLAP,433
Oracle BI Apps,433
Cognos ReportNet,433
ODI,433
Data Marts,433
Database Development,433
Apache Kafka,433
Apache Pig,434
COCOMO,434
Amazon Mechanical Turk,434
JMP,434
Wire Framing,434
Visual Paradigm,434
Apache Spark,435
Apache Spark,436
Predictive Analytics,436
Apache Pig,436
Hive,436
Apache Storm,436
Text Mining,436
JMP,436
RapidMiner,436
SAS E-Miner,436
Networking,437
Hardware,437
Cassandra,438
"GIT,GITHUB",439
"SQL,PL/SQL",439
"HTML5,CSS",439
"Agile , Waterfall",439
Apache Pig,440
Technical Design,440
Functional Design,440
Spark,440
Apache Spark,441
Cassandra,441
Apache Kafka,441
Sqoop,441
Apache Hive,441
Apache Pig,441
Amazon Redshift,441
Amazon EC2,441
Hive,441
Microprocessors,442
Alteryx,442
BPMN,442
DMN,442
Robotic Process Automation (RPA),442
Apache Spark,442
Apex Programming,443
SOQL,443
Azkaban,443
Spark,443
Talend Open Studio,444
Teradata & Netezza,444
,445
Apache Pig,446
Hive,446
Predictive Analytics,447
Play Framework,448
GWT,448
Java Performance,448
Oracle PL/SQL Development,448
Unix Shell Scripting,448
Pivotal,448
Cloud Applications,448
AWS Redshift,448
Apache Kafka,448
Jetty,448
Spark,448
Graph Databases,448
Facebook API,448
Twitter API,448
Teradata,449
Hive,449
Data Cubes,449
OLAP,449
MDX,449
Data Marts,449
PowerPivot,449
Perforce,449
Hadoop Ecosystem,450
Data Partitioning,450
Hive,450
Cloudera Impala,450
Pattern Design,450
Deep Learning,450
A/B Testing,450
Airflow,450
Apache Spark,451
Predictive Analytics,451
Data Engineering,451
Exploratory Data Analysis,451
Amazon EC2,451
SAS Certified Base Programmer,451
Apache Spark,452
Hive,452
kakfa,452
Sqoop,452
Teradata,452
Greenplum,452
Erwin,452
IBM Infosphere DataStage 11.5,452
Impala,452
HUE,452
Amazon EC2,452
Matillion,452
Amazon Redshift,452
Data Engineering,452
DataStage,452
Splunk,453
Hive,453
Sqoop,453
Teradata,453
Apache Pig,453
Amazon EC2,453
Cloudera Impala,453
Amazon VPC,453
Amazon Redshift,453
Basics of Unix,454
Apache Pig,454
Hive,454
Teradata,454
Apache Spark,454
Microsoft Cortana,454
Spark sql,454
DevOps,455
SaltStack,455
OpenStack,455
OpenNMS,455
Network Monitoring Tools,455
Object Oriented Software,455
System Monitoring,455
Teradata,456
RDBMS,456
Erwin,456
OLAP,456
Data Architecture,456
Prime Brokerage,456
Applied Mathematics,456
ElasticSearch,457
Hadoop Cascading,457
Deep Learning,457
Natural Language Processing,457
Apache Pig,457
Hive,457
Time Series Analysis,457
Artificial Neural Networks,457
Predictive Analytics,457
Serverless Computing,457
Apache Kafka,457
Data Engineering,457
Microservices,457
Hive,458
Cassandra,458
Sqoop,458
Microservices,458
Openstack,458
Presto,458
Drill,458
Data Analytics,458
Apache Spark,459
Snowflake,459
Web Crawling,459
Teradata Data Warehouse,460
Teradata,460
Control M,460
Compliance PCI,460
Talend Open Studio,460
Data Analytics,460
Apache Spark,460
AWS Redshift,460
Apache Spark,461
Advance Machine Learning,461
Neural Networks,461
Deep Learning,461
DataStage,461
Hive,461
Apache Kafka,461
Microservices,461
Perl Automation,462
Presto,463
Hive,463
Amazon Redshift,463
SSAS,463
Talend,463
Logical Data Modeling,463
Physical Data Modeling,463
XLMiner,463
Tibco Spotfire,463
OBIEE,463
Cosmos/Scope - Big Data Application,464
Unix Shell Scripting,464
SQL Azure,464
SQL Server Analysis Services,464
Multidimensional OLAP and Cubes,464
Gated Check-in and Build process,464
"Visual Studio, TFS, MTM",464
SSAS 2008,464
COSMOS,464
Airflow,464
Apache Spark,464
Relational Da,464
"Relational Databases (SQL Server, Oracle, MySQL)",464
Hive,464
Spark,464
Apache Kafka,464
SAP Authorizations,465
Hive,466
Apache Pig,466
Alteryx,466
Sqoop,466
Amazon Redshift,466
Talend Open Studio,466
Chef,466
salesforce community,466
Deep Learning,466
Data Engineering,466
Web Technologies,466
NumPy,467
SciPy,467
DataStage,467
Teradata,467
Decision Trees,467
Linear Regression,467
Classification,467
Scikit-Learn,467
Probability Theory,467
Hive,467
Amazon EC2,467
Predictive Modeling,467
Hive,468
Big Data Analytics,468
Data Science,468
Raw,468
Palladio,468
RHadoop,468
Splunk,468
Cassandra,468
Teradata,469
Hive,469
Sqoop,469
Netezza,469
Apache Pig,469
Autosys,469
Apache Spark,469
Talend,469
Data Analysis using R,470
Scikit-Learn,470
NumPy,470
Exploratory Testing,470
Data Science,470
Exploratory Data Analysis,470
Predictive Analytics,470
Recommendation systems,470
Predictive Modeling,470
Supervised Learning,470
Unsupervised Learning,470
Feature Ex,470
Feature S,470
Algorithm Development,470
Statistical Inference,470
Neural Networks,470
Building Energy Analysis,470
Apache Spark,471
lucene,471
real time data processing at scale,471
Apache Pig,472
Hive,472
Cloudera Impala,472
Amazon Redshift,472
Amazon EC2,472
Apache Kafka,472
Big Data Analytics,472
SAP HANA,473
Exploratory Data Analysis,473
A/B Testing,473
Data Wrangling,473
Excel data forecasting,473
Solr,474
Scalable Architecture,474
JBoss Seam,474
Apache Hive,475
Apache Spark,475
Vertica,476
Oracle Data Integrator (ODI),476
Spark,476
Airflow,476
Amazon Redshift,476
Apache Kafka,476
Apache Pig,476
GCP Dataflow,476
Data Science,476
Dimensional Modeling,476
Kibana,476
Hive,476
Applied Mathematics,477
Data Science,477
Predictive Analytics,477
Monte Carlo Simulation,477
Stochastic Modeling,477
Multi-core Programming,477
Partial Differential Equations,477
Unix Shell Scripting,478
Apache Spark,478
Apache Kafka,478
Apache Storm,478
DB2 9.1,478
UNIX/AIX,478
Google Protobuf,478
Akka,478
Visallo DB,478
Amazon Data Pipeline,479
Jasper Reports,479
MS Integration Services,479
MS Reporting Services,479
SSAS 2008,479
Canopy,479
Lindo,479
Linear Algebra,479
CRM Integration,480
Oracle CRM,480
Hive,480
RHCE,480
Apache Pig,480
Web Hosting,480
Sqoop,480
RAID,480
Logical Volume Manager (LVM),480
Primary Rate Interface (PRI),480
Alteryx,481
Strategic Vision,481
Data Science,481
Internet of Things,481
Robotic Process Automation (RPA),481
Web Scraping,481
Linear Programming,481
Data Cleaning,481
Data Preparation,481
Business Process Automation,481
Internal/External Consulting,481
Heat maps,481
Bots,481
RStudio,481
Digital Transformation,481
SAS Base,482
SAS Advanced,482
Time Series Analysis,482
Mathematical Programming,482
Linear Regression,482
Monte Carlo Simulation,482
Auto Insurance,482
Predictive Modeling,482
Data Quality,482
Apache Kafka,482
AWS EC2,482
Apache Spark,482
,483
MVC,484
SharePoint Designer,484
CSS3,484
WebApi,484
KnockoutJS,484
Amazon EC2,484
Amazon Redshift,484
Text Mining,485
NLP,485
Process Improvement,486
Presto,486
Hive,486
Cassandra,486
Apache Spark,486
PGScript,486
Data Science,486
Stored Procedures,487
Webscraping,487
Hive,487
Cloudera Impala,487
Matplotlib,487
Impala,487
Amazon Redshift,487
Apache Spark,487
EAI,488
Middleware,488
ESB,488
Dynamo,488
Exact Target,488
Amazon Dynamodb,488
Amazon Redshift,488
Redis,488
Salesforce.com Implementation,488
Job Scheduling,488
Mautic,488
Amazon Elasticache,488
Data Analytics,489
Computer System Validation,489
SAP HANA,489
Validation Master Plans,489
J2EE Web Services,489
Apache Spark,490
Hive,490
Apache Kafka,490
Deep Learning,490
Artificial Neural Networks,490
Chatbot Development,490
Natural Language Processing (NLP),490
Scikit-Learn,490
NLTK,490
Parallel Computing,490
Microservices,490
Matplotlib,490
Akka,490
Cassandra,490
SBT,490
Big Data Analytics,491
Hive,491
Big Sql,491
Netezza,491
Teradata,491
Maestro,491
ESP,491
Unix Shell Scripting,491
Toad,491
Cucumber,491
Apache Pig,491
Apache Spark,491
QlikView Development,492
Data Warehouse Architecture,492
Splunk,492
Vertica,492
Pig,492
Hive,492
YARN,492
Scoop,492
OLAP,492
Dimensional Modeling,492
Dashboard,492
Data Quality,492
Erwin,492
Cassandra,492
Apache Spark,492
Work Standardization,493
AMPL,493
JMP,493
Data Analytics,493
Data Science,493
Big Data Analytics,493
Apache Spark,493
Data Guard,494
RMAN,494
Oracle Database Administration,494
Oracle Administration,494
Oracle Enterprise Manager,494
SQL*Plus,494
Oracle Application Server,494
HP-UX,494
Oracle ASM,494
Hive,494
Cassandra,494
GoldenGate,494
ElasticSearch,494
Kafka,494
Unix Shell Scripting,494
mongo,494
Apache Spark,495
Hive,495
Spark SQL,495
Data Engineering,495
Data Models,495
,496
Data Munging,497
Data Wrangling,497
Scikit-Learn,497
Statistical Learning,497
NumPy,497
Amazon EC2,497
Heroku,497
J2EE Web Services,498
Mobile Application Development,498
J2EE Application Development,498
Solr,499
Symfony,499
Memcached,499
JSTL,499
Oracle Coherence,499
TestNG,499
TeamCity,499
Facebook API,499
ActiveMQ,499
Vim,499
RMI,499
Swing,499
Guice,499
Sphinx,499
Web Scraping,499
Apache Spark,499
Apache Spark,500
Social Network Analysis,501
Eagle,501
Xilinx ISE,501
Data Warehouse Architecture,501
Business Intelligence Tools,501
Apache Spark,501
Data Analytics,501
Deep Learning,501
PFMEA,502
Quality Engineering,502
Catheters,502
ISO 14971,502
OBIEE,503
Hive,503
Cloud Dataproc,503
Sqoop,503
Apache Spark,503
Dimensional Modeling,503
Google Storage,503
HDP,503
DAC,503
Apache Pig,503
OBIA,503
Informatica Developer,503
Google App Engine,503
Navisworks,504
Carrier HAP,504
Simio,504
Hive,505
Spark,505
Predictive Analytics,505
Spring Data,506
Apache Kafka,506
Apache Storm,506
Optical Character Recognition (OCR),506
Regular Expressions,506
Artificial Neural Networks,506
ElasticSearch,506
Information Retrieval,506
NumPy,506
Matplotlib,506
Natural Language Processing (NLP),506
Scikit-Learn,506
Scientific Computing,506
Feature Extraction,506
Topic Modeling,506
Neural Networks,506
Big Data Analytics,506
ImageJ,507
COMSOL,507
Recombinant DNA Technology,507
Stochastic Methods,507
Sony Z1U,507
JMP,507
Bioprocess,507
Drug Delivery,507
Collaborative Filtering,507
Bayesian methods,507
Data Science,507
Predictive Modeling,507
