Job Title,ID,State,City,Exp_years,School,Degree,Major
Data Engineer,438,California,San Francisco,4,Hack Reactor,etc,Advanced Software Engineering Immersive  
Data Engineer,439,,,4,No School,No Degree,No Degree
Data Engineer,440,California,San Francisco,11,Illinois Institute of Technology,Bachelor,Bachelor of Science (BS) Computer Science with a minor in applied Math 
Data Engineer,441,Florida,,7,University of Houston-Clear Lake,Master,Masters Computer Engineering GPA 3.8
Data Engineer,442,Massachusetts,,5,Stevens Institute of Technology,Master,Master of Science - MS Management Information Systems and Services 4.0
Data Engineer,443,California,San Francisco,7,Case Western Reserve University,Master,Master's Degree Computer Science 
Data Engineer,444,California,,0,"Birla Institute of Technology and Science, Pilani",Master,Master of Science - MS Software Systems 
Data Engineer,445,New York,New York,1,Carnegie Mellon University,Bachelor,Bachelor of Science - BS Statistics and Machine Learning 
Data Engineer,446,California,San Francisco,9,University of Illinois at Urbana-Champaign,Master,Master's degree Computer Science 
Data Engineer,447,Arizona,Phoenix,5,University of Pennsylvania,Bachelor,Bachelor's Degree Bioengineering 
Data Engineer,448,California,,17,Gubkin Russian State University of Oil and Gas (former Moscow State Academy of Oil and Gas),Master,MSc in Geophysics Seismic Exploration 
Data Engineer,449,Washington,Seattle,7,Uttar Pradesh Technical University,Bachelor,Bachelor of Technology (BTech) Computer Science 
Data Engineer,450,California,San Francisco,7,Fayoum University,Bachelor,Bachelor's degree Computer Science 
Data Engineer,451,New York,New York,7,New York University,Master,Master of Science (MS) Management of Technology 
Data Engineer,452,Washington,Seattle,7,University of Illinois at Chicago (UIC) - Liautaud Graduate School of Business,Master,"Master's degree Management Information Systems, General "
Data Engineer,453,Virginia,,6,Gannon University,Master,Master’s Degree  
Data Engineer,454,Texas,,9,Birla Institute of Technology,Master,Master of Computer Applications - MCA Computer Science A
Data Engineer,455,Massachusetts,Boston,9,DeVry University,Bachelor,BS Computer Engineering 
Data Engineer,456,New York,New York,19,Tel Aviv University,Master,M.Sc. Operations Research 
Data Engineer,457,California,San Francisco,7,Maharishi University of Management,Master,Master's Degree Computer Science 
Data Engineer,458,California,,8,Great Lakes Institute of Management,etc,Post Graduate Program in Cloud Computing Cloud Computing 
Data Engineer,459,New York,New York,5,North Carolina State University,Master,Master of Statistics (Mu Sigma Rho) Data Scientist; Data Analysis; Modeling 4.0/4.0
Data Engineer,460,Illinois,Chicago,3,"Birla Institute of Technology & Science, Pilani",Master,Masters of Science Computer Software Engineering 7.5 CGPA
Data Engineer,461,Louisiana,New Orleans,25,"Aegis School of Business, Data Science & Telecommunication",etc,"Post Graduation Business Analytics And Big Data Science Post Graduate in Data Science, Business Analytics And Big Data Science"
Data Engineer,462,California,San Francisco,7,University of Florida,Master,MS Computer Engineering 
Data Engineer,463,California,San Francisco,9,Texas A&M University - Mays Business School,Master,"Master of Science (MS) Management Information Systems, General "
Data Engineer,464,California,,13,Guru Gobind Singh Indraprastha University,Bachelor,Bachelor’s Degree Computer Science 
Data Engineer,465,New York,New York,5,Stevens Institute of Technology,Master,Master's degree Management Information Systems and Services 4
Data Engineer,466,California,San Francisco,7,Syracuse University,Master,Master's degree Computer Science 3.77/4.0
Data Engineer,467,New York,New York,6,Rutgers University,Master,Master's degree Information Technology and Analytics 
Data Engineer,468,Florida,,6,Osmania University,Bachelor,Bachelor's degree Computer Science 
Data Engineer,469,North Carolina,Charlotte,11,International Technological University,Master,Master of Science (M.S.) Computer Engineering 
Data Engineer,470,Illinois,Chicago,5,University of South Florida,Master,Master of Science - MS Business Analytics and Information Systems 3.54
Data Engineer,471,California,,18,"University of California, Berkeley, Haas School of Business",etc,Executive Education Product Management Program  
Data Engineer,472,Texas,Dallas,4,Texas A&M University-Kingsville,Master,Master's degree Computer Science 
Data Engineer,473,,,2,Illinois Institute of Technology,Master,Master's degree Data Analytics and Data Management 
Data Engineer,474,California,,10,Belaruski Dziarzhauny Universitet,Master,Masters Mathematics and Computer Science 
Data Engineer,475,California,San Francisco,6,"University of Arizona, Eller College of Management",Master,"Master of Science (M.S.) Management Information Systems, Business Intelligence and Analytics "
Data Engineer,476,Missouri,St. Louis,8,Missouri University of Science and Technology,Master,Master of Science - MS Management Information Systems 4.0 GPA
Data Engineer,477,California,San Francisco,12,"University of California, Merced",Ph.D,PhD Applied Mathematics 
Data Engineer,478,California,,6,San Jose State University,Master,Master's Degree Computer Software Engineering 3.5
Data Engineer,479,New York,New York,2,University of Pennsylvania,Master,Master's Degree Materials Science 
Data Engineer,480,California,,3,California State University-East Bay,Master,Master of Science (M.S.) Business Analytics 
Data Engineer,481,South Carolina,,3,Clemson University,Bachelor,Bachelor of Science (B.S.) Mechanical Engineering 
Data Engineer,482,North Carolina,,7,North Carolina State University,Master,Master of Science Statistics 3.93/4.00
Data Engineer,483,California,Los Angeles,16,Visvesvaraya Technological University,Bachelor,B E Electronics & Communication 
Data Engineer,484,Tennessee,,3,University of North Carolina at Charlotte,Master,Master's degree Advanced Data Management and Knowledge Discovery 3.9/4.0
Data Engineer,485,New York,New York,7,Columbia University in the City of New York,Master,M.S. Mechanical engineering 
Data Engineer,486,California,San Francisco,10,Massachusetts Institute of Technology,Bachelor,Bachelor’s Degree Mechanical Engineering 
Data Engineer,487,New York,New York,13,University of Illinois at Urbana-Champaign,Master,M.S information science 
Data Engineer,488,New York,New York,20,University of Southern California,Master,Master’s Degree Computer Science 
Data Engineer,489,Texas,,6,The University of Texas at Dallas,Master,Master of Science - MS Business Analytics 3.88
Data Engineer,490,California,San Francisco,7,Harrisburg University of Science and Technology,Master,"Master's degree Management Information Systems, General 3.91"
Data Engineer,491,New York,New York,10,University of Louisiana at Lafayette,Master,Master of Science (MS) Computer Science 
Data Engineer,492,California,,8,Stanford University,etc,Center for Professional Development Data Mining and Analysis 3.5/4 GPA
Data Engineer,493,Arizona,Phoenix,6,Ira A. Fulton Schools of Engineering at Arizona State University,Master,"Master of Science (M.S.) Industrial Engineering (Statistics, Data Science, Machine Learning and Information systems) 3.4"
Data Engineer,494,California,San Francisco,15,B.S.A ITM,Bachelor,Bachelor's Degree Computer Science 
Data Engineer,495,California,,10,University of Arizona - Eller College of Management,Master,Master of Science (M.S.) Management Information Systems and Services 3.85
Data Engineer,496,California,,12,Stanford University,Ph.D,Ph.D Computational and Mathematical Engineering 
Data Engineer,497,New York,New York,2,Case Western Reserve University,Bachelor,Bachelor’s Degree Mechanical Engineering 4.0
Data Engineer,498,New York,New York,6,University of Southern California,Master,Master's degree Computer Science 
Data Engineer,499,New York,New York,16,UVSQ Universite de Versailles Saint-Quentin-en-Yvelines,Ph.D,"PhD Database, XML, Security, Smart Cards "
Data Engineer,500,California,San Francisco,6,"Galvanize - San Francisco, SoMa",etc,  
Data Engineer,501,Washington,Seattle,7,University of Washington,Master,Master’s Degree - Data Science Information Management 
Data Engineer,502,Massachusetts,Boston,4,Northeastern University,Master,Master’s Degree Industrial Engineering 3.71/4
Data Engineer,503,Texas,Houston,12,Andhra University,Master,MCA Computers 
Data Engineer,504,Texas,,3,Texas A&M University,Master,Master's degree Industrial Engineering 
Data Engineer,505,Washington,Seattle,8,University of Minnesota - Carlson School of Management,Master,Master of Science in Business Analytics  
Data Engineer,506,Texas,Dallas,3,The University of Texas at Arlington,Master,Master of Science - MS Computer Science 
Data Engineer,507,New York,New York,9,Columbia University in the City of New York,Master,Master of Science - MS Data Sciences 
Data Engineer,508,Massachusetts,Boston,12,Texas Tech University,Bachelor,"Bachelor of Science (Summa Cum Laude) Computer Science, Minor in Mathematics "
Data Engineer,509,California,,4,University of San Francisco,Master,Master of Science - MS Data Science 
Data Engineer,510,Ohio,,5,University of Cincinnati - College of Engineering and Applied Science,Master,Master of Engineering - MEng Computer Science 3.88
Data Engineer,511,California,San Francisco,4,"Indian Institute of Technology, Kanpur",Master,Master's degree Mathematics and Statistics 
Data Engineer,512,California,San Francisco,6,University of Illinois at Chicago,Master,Master’s Degree Business Analytics 
Data Engineer,513,Washington,Seattle,13,Saint Mary's University of Minnesota,Bachelor,B.A. Accounting and Business Management 
Data Engineer,514,New York,New York,3,New York University,Master,Master's degree Computer Science 
Data Engineer,515,Oregon,,24,University of Phoenix,Master,"Masters Information Systems Management Programming, Networking, Databases, System Analysis, Risk Management "
Data Engineer,516,California,San Francisco,8,Udacity,etc,Deep Learning Nano Degree Machine Learning 
Data Engineer,517,California,Los Angeles,16,University of Southern California,Bachelor,BS Computer Science 
Data Engineer,518,Ohio,Columbus,4,Northeastern University,Master,Master's degree Industrial Engineering 3.87/4
Data Engineer,519,Texas,Houston,3,Acharya Nagarjuna Vishwavidhyalayamu,Bachelor,Bachelors Degree Computer science 
Data Engineer,520,North Dakota,Fargo,7,University of Minnesota,Bachelor,Bachelors Information Technology Management 
Data Engineer,521,New Jersey,,2,New York Institute of Technology,Master,Master's degree Computer Science 3.69/4
Data Engineer,522,New York,New York,9,Texas A&M University-Commerce,Master,Master's degree Computational Science 3.85
Data Engineer,523,New York,New York,5,Indiana University Bloomington,Bachelor,Bachelor of Science - BS SPEA: School of Public and Environmental Affairs Graduate
Data Engineer,524,New York,New York,9,The University of Connecticut,Bachelor,Bachelor’s Degree Psychology and Political Science 
Data Engineer,525,California,,4,"University of California, Davis",Bachelor,Bachelor of Science - BS Statistics 
Data Engineer,526,Massachusetts,,15,Massachusetts Institute of Technology,Ph.D,Ph.D. Electrical Engineering and Computer Science 
Data Engineer,527,North Carolina,,7,University of South Florida,Master,"Master's degree Management Information Systems, General 3.92/4"
Data Engineer,528,New York,New York,15,Carnegie Mellon University,Bachelor,"Bachelor of Fine Arts (BFA) Digital Media, Entrepreneurship "
Data Engineer,529,New York,New York,3,Baruch College,Bachelor,Bachelor’s Degree Computer and Information Systems/ Data Analytics 3.80
Data Engineer,530,California,,1,Virginia Tech,Master,Master's degree Computer Engineering 3.7/4.0
Data Engineer,531,Minnesota,Minneapolis,12,Santa Clara University,Master,Master's Degree Computer Science and Engineering 3.78/4.0
Data Engineer,532,California,San Francisco,6,"National Technical University of Ukraine ""Kiev Polytechnic Institute""",Master,Master's degree Computer Science 
Data Engineer,533,California,,21,Osmania University,Bachelor,Bachelor of Engineering - BE Computer Science 
Data Engineer,534,California,,13,"University of California, Santa Cruz",Bachelor,Bachelor of Science (B.S.) Computer Science 
Data Engineer,535,California,,7,"University of California, Los Angeles",Master,Master’s Degree Statistics 3.98 / 4.0
Data Engineer,536,Washington,,13,National University of Sciences and Technology (NUST),Bachelor,Bachelors in Engineering Computer Software Engineering 
Data Engineer,537,California,San Francisco,5,Indiana University Bloomington,Master,Master of Science (MS) Computer Science 3.61/4.00
Data Engineer,538,Arizona,Phoenix,9,University of Arizona - Eller College of Management,Master,Master of Science (MS) Management Information Systems 4.0
Data Engineer,539,Washington,,12,Zhejiang University,Master,Master's degree Computer Science 
Data Engineer,540,California,San Francisco,7,The University of Memphis,Master,Master's degree  
Data Engineer,541,Massachusetts,Boston,4,West Virginia University,Master,Master’s Degree Industrial Engineering 3.90 out of 4.00
Data Engineer,542,California,San Francisco,11,National Institute of Technology Calicut,Bachelor,Bachelor of Technology (BTech) Electronics and Communications Engineering 
Data Engineer,543,Texas,Dallas,3,The University of Texas at Arlington,Master,Master's degree Management Information Systems 
Data Engineer,544,California,San Francisco,3,University of Cambridge,Master,Master of Philosophy (MPhil) Business/Managerial Economics First Class Honours
Data Engineer,545,California,San Francisco,4,University at Buffalo,Master,masters Computer Science 3.965 / 4.0
Data Engineer,546,Illinois,Chicago,4,University of Connecticut School of Business,Master,Master's degree Business Analytics and Project Management 3.92
Data Engineer,547,Colorado,Denver,8,University of Colorado Denver,Master,"Master's degree Management Information Systems, General 3.55"
Data Engineer,548,California,San Francisco,4,University at Buffalo,Master,Master of Science - MS Data Science 
Data Engineer,549,California,,6,University of San Francisco,Master,Master of Science - MS Data Analytics 
Data Engineer,550,New York,New York,5,No School,No Degree,No Degree
Data Engineer,551,,,8,"University of California, Los Angeles",Ph.D,Ph.D. Biostatistics 4.00
Data Engineer,552,California,San Francisco,5,University of Illinois at Urbana-Champaign,Bachelor,BS Computer Science 
Data Engineer,553,California,Los Angeles,5,University of Southern California - Marshall School of Business,Master,Master’s Degree Business Analytics 
Data Engineer,554,New York,New York,27,University of Madras,Bachelor,"Bachelor of Business Administration (BBA) Major in Financial, Production and Industrial Management "
Data Engineer,555,California,San Francisco,5,Louisiana State University,Master,Master's degree Data Analytics 
Data Engineer,556,California,San Diego,7,University of Oregon,Bachelor,"Bachelor's Degree Computer and Information Sciences, General "
Data Engineer,557,New York,New York,2,Cornell University,Master,Master of Engineering - MEng Operation Research and Information Engineering 3.85
Data Engineer,558,California,,8,"JNTUA College of Engineering, Anantapur",etc,  
Data Engineer,559,California,San Francisco,5,University of Southern California,Master,M.S Computer Science 
Data Engineer,560,California,San Francisco,15,Rutgers University,Ph.D,Doctor of Philosophy (Ph.D.) Distributed Computing 
Data Engineer,561,California,San Francisco,18,State Pedagogical University,Master,Master's degree Mathematics and Computer Science A
Data Engineer,562,Massachusetts,Boston,6,Boston University,Master,Master's degree Computer Science 3.8/4
Data Engineer,563,New York,New York,6,Washington University in St. Louis,Master,Master of Science in Analytics/ Computer Science  3.86/4.0
Data Engineer,564,New Jersey,,9,University of Madras,Bachelor,Bachelor of Business Administration(BBA)  
Data Engineer,565,Texas,,4,University of Houston,Master,Master of Science - MS Computer Science 3.25
Data Engineer,566,New York,New York,7,New York University - Polytechnic School of Engineering,Master,Master's degree Computer Science 
Data Engineer,567,California,,4,Duke University,Bachelor,"Bachelor's Degree Electrical and Computer Engineering, Biomedical Engineering "
Data Engineer,568,California,,11,Y Combinator,etc, Entrepreneurship/Entrepreneurial Studies 
Data Engineer,569,Massachusetts,Boston,5,University of Utah - David Eccles School of Business,Master,Master of Science Information Systems 
Data Engineer,570,California,,8,"University of California, Los Angeles",Bachelor,"Bachelor of Science (B.Sc.) Electrical Engineering, Math Economics "
Data Engineer,571,North Carolina,,4,North Carolina State University,Master,Master's degree Industrial Engineering 
Data Engineer,572,California,,4,Indiana University Bloomington,Master,Master's degree Computer Science 3.7 / 4
Data Engineer,573,Washington,,13,SGGS India,Bachelor,Bachelor of Engineering (B.E.) Computer Science 1st grade
Data Engineer,574,Massachusetts,Boston,17,Florida International University,Master,Master of Science (MS) Engineering Masters
Data Engineer,575,California,San Francisco,12,Silicon insitute of Technology,Bachelor,BE in Computer science. Computer Science A
Data Engineer,576,California,San Francisco,4,Syracuse University,Master,Master of Science - MS Information Management in Data Science 4.0
Data Engineer,577,Texas,Dallas,7,Holy Mary Institute of Technology & Science,Bachelor,Bachelor of Technology (B.Tech.) Computer Science 3.66
Data Engineer,578,New Jersey,,16,Georgia Institute of Technology,Master,Master's degree Computer Science - Specialization in Machine Learning. 
Data Engineer,579,California,,15,"Novosibirsk State University, Russia",Master,MS Applied Math and Computer Science 
Data Engineer,580,California,,16,Lomonosov Moscow State University (MSU),Bachelor,Bachelor's degree Physics 
Data Engineer,581,New York,New York,14,State University of New York at Stony Brook,Master,M.S Computer Science 
Data Engineer,582,California,,8,"Saint-Petersburg State University Information Technologies, Mechanic and Optics (University ITMO)",Bachelor,Bachelor's degree Computer Science 
Data Engineer,583,California,,13,University of Southern California,Master,Masters computer science 
Data Engineer,584,Illinois,Chicago,3,The University of Chicago,Master,Master of Science (MS) Computer Science 
Data Engineer,585,Massachusetts,Boston,5,Boston College Carroll School of Management,Master,Master of Business Administration (M.B.A.) Management 
Data Engineer,586,Texas,Dallas,16,Jawaharlal Nehru Technological University,Bachelor,Bachelor of Technology Computer Science and Information Technology 
Data Engineer,587,California,,14,University of Pennsylvania,Ph.D,Ph.D. Computer Science 
Data Engineer,588,California,,7,Stanford University,etc,Advanced Project Management  
Data Engineer,589,California,,11,University of Houston-Clear Lake,Master,Master's degree Computer Engineering 3.611/4.00
Data Engineer,590,California,San Francisco,6,Carnegie Mellon University,Bachelor,Bachelor of Science Information Systems 
Data Engineer,591,Texas,,3,New Jersey Institute of Technology,Master,Master's degree Computer Science 
Data Engineer,592,California,San Francisco,8,Jawaharlal Nehru Technological University,Bachelor,Bachelor's degree Electrical and Electronics Engineering 
Data Engineer,593,California,,2,San Jose State University,Master,Master of Science - MS Computer Engineering 
Data Engineer,594,California,San Francisco,11,San Jose State University,Master,Master's degree Computer Software Engineering 
Data Engineer,595,New York,New York,6,Flatiron School,etc, Data Science Immersive 
Data Engineer,596,Illinois,Chicago,6,University of Illinois at Chicago,Master,"Master’s Degree Management Information Systems, General "
Data Engineer,597,California,San Francisco,5,"National Institute of Science and Technology (NIST), Berhampur",Bachelor,Bachelor of Technology (B.Tech.) Electronics and Instrumentation First Class
Data Engineer,598,California,,6,San Jose State University,Master,Master’s Degree Computer Software Engineering GPA: 3.69/4.00
Data Engineer,599,California,San Francisco,9,Georgia Institute of Technology,Master,MSCS Computer Science 
Data Engineer,600,California,Los Angeles,3,University of Southern California,Master,Master's degree Data Informatics 3.5/4.0
Data Engineer,601,California,,10,State University of New York at Stony Brook,Bachelor,"Bachelor of Science (B.S.) Double Major: Applied Mathematics & Statistics, Economics "
Data Engineer,602,Washington,Seattle,9,University of South Florida,Master,Master of Science - MS Big Data and Data Anlaytics 
Data Engineer,603,New Jersey,,6,New Jersey Institute of Technology,Master,Masters of Science (MSc) Computer Science 
Data Engineer,604,New York,New York,1,New Jersey Institute of Technology,Master,Master of Science - MS Computer Science 
Data Engineer,605,Washington,Seattle,5,Oregon State University,Master,Master of Science - MS Statistics 3.78/4 GPA
Data Engineer,606,Illinois,Chicago,13,College of engineering guindy,Master,"Master of Engineering (M.Eng.) Management Information Systems, General "
Data Engineer,607,California,San Francisco,5,"ITER,BHUBANESWAR",Bachelor,Bachelor of Technology (BTech) Computer Science 
Data Engineer,608,New York,New York,5,"University at Buffalo School of Management, The State University of New York",Master,"Master of Science - MS Management Information Systems, General 3.75/4"
Data Engineer,609,California,San Francisco,4,San Jose State University,Master,Master's Degree Software Engineering 3.9/4.0
Data Engineer,610,Washington,Seattle,7,"Government college of Engineering, Salem",Bachelor,Bachelor of Engineering (B.E.) Electronics and Communication Engineering 80
Data Engineer,611,Massachusetts,Boston,2,Northeastern University,Master,Master's degree Analytics 
Data Engineer,612,California,,19,The George Washington University,Bachelor,"Bachelor's degree Computer Science, Economics, Japanese ita multum laude · i mori"
Data Engineer,613,Texas,,5,The University of Texas at Dallas,Master,Master of Science - MS Computer Science 
Data Engineer,614,Washington,Seattle,16,University of Mumbai,Master,Master's Degree in Computer Application  
Data Engineer,615,Illinois,Chicago,2,University of Illinois at Chicago (UIC) - Liautaud Graduate School of Business,Master,Master's degree Business analytics / Data Science 
Data Engineer,616,California,San Francisco,11,University of Nevada-Las Vegas,etc,  
Data Engineer,617,Ohio,,18,Georgia Institute of Technology,Master,Master of Science - MSCS Computer Science 
Data Engineer,618,Pennsylvania,Philadelphia,9,Drexel University,Master,Master's degree Business Analytics 
Data Engineer,619,California,,6,"University of California, San Diego",Master,Master’s Degree Computer Science 3.8
Data Engineer,620,Washington,Seattle,9,University of Findlay,Master,Master of Business Administration (M.B.A.) Finance A+
Data Engineer,621,California,,14,College of Engineering at Tennessee Technological University,Ph.D,Doctor of Philosophy (Ph.D.) Computer Science 4.0
Data Engineer,622,California,,7,Massachusetts Institute of Technology,etc,Post Graduate Diploma in Machine Learning Data Science 
Data Engineer,623,California,,6,General Assembly,etc, Data Science 
Data Engineer,624,California,,12,Arizona State University,Master,Master of Science Computer Science 
Data Engineer,625,North Carolina,Charlotte,3,South Dakota State University,Master,Master of Science (M.S.) Data Science 3.7
Data Engineer,626,New York,New York,4,Rutgers Business School,Master,Master's degree Information Technology and Analytics (Statistics & Machine Learning) 
Data Engineer,627,California,Los Angeles,5,Purdue University,Bachelor,BS Computer Information Technology - Information Systems 
Data Engineer,628,Washington,Seattle,6,"University of Washington, Michael G. Foster School of Business",Bachelor,Bachelors of Business Administration Information Systems/ Finance 
Data Engineer,629,California,,2,San Jose State University,Master,Master's degree Software Engineering 3.636
Data Engineer,630,Texas,,2,The University of Texas at Arlington,Master,Master of Science - MS Industrial Engineering GPA 3.68/4
Data Engineer,631,Washington,Seattle,2,University of Florida,Master,Master's degree Computer Science 
Data Engineer,632,Washington,Seattle,5,University of Washington College of Engineering,Bachelor,Bachelor of Science - BS Industrial and Systems Engineering 
Data Engineer,633,California,San Francisco,4,Texas A&M University,Master,Masters Industrial Engineering (Data Science track) 
Data Engineer,634,New York,New York,7,North Carolina State University,etc,  
Data Engineer,635,Utah,,12,Southern Utah University,Bachelor,Bachelor of Science (B.S.) Integrated Engineering 
Data Engineer,636,California,,2,No School,No Degree,No Degree
Data Engineer,637,California,,14,"Birla Institute of Technology and Science, Pilani",Master,Master's degree Computer Science 
Data Engineer,638,California,San Francisco,5,UC Berkeley,Bachelor,Bachelor's degree Statistics GPA: 4.0
Data Engineer,639,California,,8,Stanford University,Master,Master Statistics 
Data Engineer,640,New York,New York,7,UNSW Australia,Ph.D,Doctor of Philosophy (PhD) Pure Mathematics 
Data Engineer,641,New Jersey,,3,Rutgers University?New Brunswick,Master,Master of Science - MS Data Science 
Data Engineer,642,California,San Francisco,5,Brown University,Bachelor,"Bachelor of Science (BS), Cum Laude and with Honors Computer Science "
Data Engineer,643,California,San Francisco,3,Carnegie Mellon University,Master,Master of Information Systems Management Business Intelligence & Data Analytics 
Data Engineer,644,California,,2,Georgia Institute of Technology,Master,Master's Degree Computer Science 3.5
Data Engineer,645,California,San Francisco,5,Arizona State University,Master,Master of Science (M.S.) Computer Science 
Data Engineer,646,Massachusetts,Boston,9,Boston College,Bachelor,"Bachelor of Arts (B.A.) Economics, History, English "
Data Engineer,647,Illinois,,17,University of Houston,Master,Master's degree ELECTRICAL AND COMPUTER ENGINEERING 
Data Engineer,648,,,6,National College of Ireland,Bachelor,Bachelor’s Degree Human Resource Management Strategy & Practice Level 8 Honours
Data Engineer,649,California,San Francisco,4,The University of Texas at Austin - Red McCombs School of Business,Master,Master’s Degree Business analytics 
Data Engineer,650,New York,New York,10,University at Buffalo,Master,Master’s Degree Industrial and Systems Engineering (Operations Research) 3.95/4
Data Engineer,651,California,San Francisco,4,Georgia Institute of Technology,Master,Master’s Degree Computer Science 
Data Engineer,652,California,San Francisco,4,Harvard University,Master,Master's Degree Computational Science and Engineering 
Data Engineer,653,New York,New York,2,Rutgers University,Master,Master's degree Computer Science 3.83
Data Engineer,654,Colorado,Denver,16,Western Governors University,Bachelor,Bachelor's degree Data Management / Data Analytics 
Data Engineer,655,Georgia,Atlanta,5,Acharya Nagarjuna University,Master,Master's degree Electrical and Electronics Engineering 
Data Engineer,656,California,,10,Sree Chitra Thirunal College of Engineering,Bachelor,B.Tech Computer Science and Engineering 
Data Engineer,657,Massachusetts,Boston,6,Northeastern University,Master,Master's degree Information Systems 
Data Engineer,658,New York,New York,5,University of New Haven,Master,Master of Science (MS) Data Science with Concentration in Advanced Statistics 3.76
Data Engineer,659,Massachusetts,Boston,5,Northeastern University,Master,Master's degree Analytics 
Data Engineer,660,California,,11,California State University-Long Beach,Master,Master of Science (MS) Electrical and Electronics Engineering 
Data Engineer,661,,,5,San Jose State University,Master,Master's degree Computer Engineering 3.5
Data Engineer,662,New York,New York,21,City University of New York Graduate Center,Ph.D,"PhD Candidate, Level3-ABD Machine Learning, Computer Science "
Data Engineer,663,California,San Francisco,3,Northeastern University,Master,Master's degree Computer Science 
Data Engineer,664,Illinois,,4,University of Illinois at Urbana-Champaign,Master,Master of Science (MS) Computer Science 
Data Engineer,665,California,,17,The University of Texas at Austin,Bachelor,Bachelor of Business Administration (BBA) Marketing 
Data Engineer,666,Washington,,5,Harrisburg University of Science and Technology,Master,Master of Science - MS Data Analytics 3.9/4.0
Data Engineer,667,Washington,Seattle,4,Sungkyunkwan University,Master,"Master of Engineering (M.Eng.) IT Consulting , "
Data Engineer,668,New York,New York,13,Cornell University,Bachelor,"B.S. Economics, Natural Resources, Environmental Economics "
Data Engineer,669,Texas,Dallas,26,"University of California, Berkeley",Master,Master's degree Data Science 
Data Engineer,670,New York,New York,3,Columbia University in the City of New York,Master,M.S. Candidate Data Science 
Data Engineer,671,California,Los Angeles,3,Georgia Institute of Technology,Master,Master of Science - MS Computer Science 
Data Engineer,672,Massachusetts,Boston,6,Northeastern University,Master,Master's degree Data Analytics Engineering 3.922
Data Engineer,673,Washington,Seattle,5,Georgia Institute of Technology,Master,"Master's degree Machine Learning, Computing Systems "
Data Engineer,674,Massachusetts,Boston,4,Northeastern University,Master,Master's degree Computer Science 3.8
Data Engineer,675,California,,2,University of Southern California,Bachelor,Bachelor of Science (B.S.) Mechanical Engineering 
Data Engineer,676,California,San Francisco,14,Georgia Institute of Technology,Master,Master's degree Machine Learning 
Data Engineer,677,California,,15,National Institute of Technology Rourkela,Bachelor,B.TECH Electrical 
Data Engineer,678,New York,New York,4,New York University,Master,Master of Science (MS) Computer Science 
Data Engineer,679,Arizona,Phoenix,8,No School,No Degree,No Degree
Data Engineer,680,Texas,,4,The University of Texas at Arlington - College of Business,Master,Master’s Degree Information Systems 3.75
Data Engineer,681,California,,3,Carnegie Mellon University,Master,Master of Science (M.S.) Information Technology 
Data Engineer,682,California,,6,"West Bengal University of Technology, Kolkata",Bachelor,B. TECH Electronics & Instrumentation 
Data Engineer,683,New Jersey,,2,Stevens Institute of Technology,Master,Master of Science - MS Business Intelligence and Analytics 4.0
Data Engineer,684,California,San Francisco,4,"University of California, Berkeley",Ph.D,PhD Physical Chemistry 
Data Engineer,685,California,,12,University of South Carolina-Columbia,Master,Master of Engineering Computer Science and Engineering 
Data Engineer,686,New York,New York,2,New York University,Master,Master’s Degree Electrical and Computer Engineering 3.6
Data Engineer,687,Pennsylvania,,4,Carnegie Mellon University,Master,Master's degree Master of Information Systems Management - Business Intelligence and Data Analytics 
Data Engineer,688,Pennsylvania,,6,Carnegie Mellon University,Master,Master's degree Mechanical Engineering 
Data Engineer,689,Washington,,8,The London School of Economics and Political Science (LSE),etc,General Course Economics 
Data Engineer,690,California,,7,"University of California, Davis",Master,Master of Science (MS) Mechanical Engineering 
Data Engineer,691,California,San Francisco,6,San Jose State University,Master,Master of Engineering - MEng Specialization in Battery Technology 
Data Engineer,692,New York,New York,8,Harvard University,Master,Master of Science (M.S.) Computational Science & Engineering 
Data Engineer,693,New York,New York,5,University of Puerto Rico-Mayaguez,Bachelor,Bachelor of Science - BS Computer Engineering 
Data Engineer,694,Maryland,,4,West Virginia University,Master,Master's degree Industrial Engineering- Ergonomics 
Data Engineer,695,California,Los Angeles,0,"California State University, Los Angeles - College of Business and Economics",Master,Master of Science - MSIS Information Systems GPA 3.88
Data Engineer,696,,,7,BIT,Bachelor,Bachelor of Engineering (BE) Computer Engineering 
Data Engineer,697,California,,5,Santa Clara University,Master,"Master's degree Computer Science, Focus on Machine Learning and Data Mining "
Data Engineer,698,California,,9,Universitat Passau,Master,M.Sc. (Dipl.-Kfm.) Economics 
Data Engineer,699,California,San Francisco,6,University of North Carolina at Chapel Hill,Master,Master's Information Science 
Data Engineer,700,California,San Francisco,5,Texas A&M University,Master,Master's certificate Applied Statistics & Data Mining 3.75
Data Engineer,701,California,,3,Carnegie Mellon University,Master,Master’s Degree (Highest Distinction) Information Systems Management 3.90/4.33
Data Engineer,702,California,,8,California State University-East Bay,Master,Master of Science (M.S.) Statistics (Emphasis in Computational Statistics) 
Data Engineer,703,California,San Francisco,15,Washington University in St. Louis,Master,Master of Science (M.S.) Computer Science 
Data Engineer,704,New York,New York,4,New Jersey Institute of Technology,Master,Master’s Degree Information Systems 3.85
Data Engineer,705,New York,New York,3,"University at Albany, SUNY",Master,Masters Computer Science 
Data Engineer,706,Georgia,Atlanta,4,Indiana University?Purdue University Indianapolis,Master,Master's degree Electrical and computer engineering 
